name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,national_team,national_rating,national_team_position,national_jersey_number,Defending,Physical_Mobility,Finishing_Attacking,Static_Physical_Reactivity,Technique_Creativity,Aggression_Aerial
T. Kruse,Tim Kruse,1/10/1983,36,185.42,74.8,CDM,Germany,63,63,90000.0,1000.0,Left,1,3,2,Normal,131000.0,,,,,69.5,43.4,37.42857142857143,65.66666666666667,50.42857142857143,73.0
C. McFadzean,Callum McFadzean,1/16/1994,25,154.94,74.8,"LWB,LB,LM",Scotland,63,66,375000.0,3000.0,Left,1,3,3,Lean,684000.0,,,,,56.25,74.6,45.42857142857143,49.0,57.57142857142857,51.5
Vallès,Enric Vallès Prat,3/1/1990,29,190.5,83.9,"CM,CDM",Spain,63,63,375000.0,1000.0,Left,1,3,3,Lean,469000.0,,,,,55.25,63.2,59.857142857142854,67.0,63.57142857142857,55.5
C. Lakin,Charlie Lakin,5/8/1999,19,175.26,69.9,CM,England,63,79,775000.0,3000.0,Left,1,2,3,Lean,2000000.0,,,,,49.0,71.6,56.285714285714285,58.666666666666664,64.57142857142857,48.5
S. Reddemann,Sören-Kurt Reddemann,5/16/1996,22,190.5,78.9,"CB,LB",Germany,63,70,450000.0,2000.0,Left,1,3,2,Lean,743000.0,,,,,61.5,57.0,29.285714285714285,62.333333333333336,44.285714285714285,62.5
A. Akkaynak,Atakan Akkaynak,1/5/1999,20,154.94,77.1,"CM,CDM",Germany,63,78,775000.0,1000.0,Right,1,3,3,Normal,1600000.0,,,,,56.25,66.8,49.285714285714285,63.666666666666664,63.57142857142857,49.0
M. Timlin,Michael Timlin,3/19/1985,33,152.4,73.9,"CM,LB",Republic of Ireland,63,63,220000.0,3000.0,Left,1,3,2,Normal,385000.0,,,,,57.25,64.2,49.714285714285715,71.0,61.857142857142854,67.0
J. Tjørnelund,Jacob Tjørnelund,12/31/1991,27,182.88,78.0,"LB,LM",Denmark,63,64,350000.0,2000.0,Left,1,3,2,Normal,464000.0,,,,,61.5,70.8,39.714285714285715,63.0,52.42857142857143,47.5
S. Murray,Sean Murray,10/11/1993,25,175.26,72.1,CM,Republic of Ireland,63,67,475000.0,1000.0,Right,1,3,2,Lean,772000.0,,,,,45.75,70.8,60.857142857142854,61.333333333333336,64.0,48.5
A. Diop,Amidou Diop,2/25/1992,27,195.58,74.8,"CM,RM",Senegal,63,64,425000.0,1000.0,Right,1,3,2,Lean,563000.0,,,,,58.5,61.8,58.57142857142857,55.0,62.857142857142854,57.0
Mario González,Mario González Gutiérrez,2/25/1996,23,182.88,68.0,"LW,ST",Spain,63,71,550000.0,5000.0,Right,1,3,3,Normal,1300000.0,,,,,16.75,64.6,49.285714285714285,57.0,56.285714285714285,44.0
I. Quílez,Ismael Quílez,11/16/1989,29,170.18,74.8,"RB,RM",Argentina,63,63,290000.0,2000.0,Right,1,3,2,Stocky,435000.0,,,,,67.75,72.8,37.42857142857143,66.33333333333333,45.714285714285715,54.0
Guerrero,Fernando Delgado Guerrero,8/1/2001,17,154.94,74.8,"CM,LM",Spain,63,76,625000.0,1000.0,Left,1,3,3,Normal,1400000.0,,,,,58.75,59.2,49.285714285714285,59.666666666666664,61.714285714285715,61.0
H. Ekstein,Hendrick Ekstein,1/1/1991,28,175.26,64.9,"CAM,RM,CM",South Africa,63,63,375000.0,1000.0,Right,1,3,3,Lean,825000.0,,,,,38.0,72.8,49.857142857142854,46.666666666666664,62.0,36.0
B. Sørmo,Bent Sørmo,9/22/1996,22,187.96,79.8,"RB,RM",Norway,63,71,475000.0,1000.0,Right,1,3,2,Normal,689000.0,,,,,61.5,67.8,43.0,63.666666666666664,54.42857142857143,55.5
B. Traoré,Baba Traoré,6/23/1993,25,152.4,74.8,LB,France,63,64,350000.0,2000.0,Right,1,3,2,Lean,,,,,,62.25,69.0,35.857142857142854,65.0,49.857142857142854,61.5
N. Danns,Neil Danns,11/23/1982,36,175.26,78.0,CM,Guyana,63,63,150000.0,2000.0,Right,1,3,2,Normal,263000.0,,,,,55.5,67.2,65.57142857142857,66.33333333333333,60.857142857142854,63.5
S. Coulibaly,Séga Coulibaly,6/9/1996,22,182.88,87.1,"RB,CB",France,63,74,550000.0,1000.0,Right,1,3,2,Stocky,1100000.0,,,,,65.5,59.2,35.142857142857146,72.33333333333333,51.857142857142854,55.5
T. Salquist,Tobias Sahlquist,5/18/1995,23,190.5,82.1,CB,Denmark,63,69,425000.0,1000.0,Left,1,2,2,Lean,616000.0,,,,,62.5,58.0,24.285714285714285,67.33333333333333,41.57142857142857,62.0
Thiago Xavier,Thiago Xavier Rodrigues Corrêa,12/27/1983,35,154.94,76.2,"CDM,CM",Brazil,63,63,110000.0,1000.0,Right,1,3,2,Normal,193000.0,,,,,61.5,50.2,50.57142857142857,66.0,58.57142857142857,64.5
S. Kind Mikalsen,Simen Kind Mikalsen,5/4/1993,25,185.42,81.2,"LM,LB",Norway,63,66,475000.0,1000.0,Left,1,2,2,Normal,629000.0,,,,,63.25,69.2,54.57142857142857,72.33333333333333,58.714285714285715,62.5
M. Vandevoordt,Maarten Vandevoordt,2/26/2002,17,187.96,71.2,GK,Belgium,63,83,600000.0,1000.0,Right,1,2,1,Lean,1500000.0,,,,,11.0,22.8,7.142857142857143,53.0,15.571428571428571,11.0
P. Dárdai,Palko Dárdai,4/24/1999,19,175.26,63.0,LM,Germany,63,77,800000.0,2000.0,Left,1,2,3,Lean,1900000.0,,,,,39.5,69.4,48.857142857142854,47.666666666666664,57.285714285714285,38.0
Diogo Calila,Diogo dos Santos Cabral,10/10/1998,20,154.94,73.0,RB,Portugal,63,75,550000.0,1000.0,Right,1,3,3,Lean,1300000.0,,,,,60.0,72.6,48.857142857142854,65.66666666666667,58.285714285714285,55.5
A. Elogo,Arsène Elogo,4/22/1995,23,152.4,72.1,"LW,LM",Cameroon,63,68,500000.0,1000.0,Right,1,3,3,Normal,913000.0,,,,,29.75,74.2,54.57142857142857,61.333333333333336,58.857142857142854,45.0
Y. Quiñones,Eliécer Yosimar Quiñónes Quiñónes,8/4/1988,30,187.96,82.1,CB,Colombia,63,63,290000.0,1000.0,Right,1,3,2,Normal,392000.0,,,,,60.0,53.0,27.857142857142858,66.0,35.285714285714285,61.5
D. Oldaker,Darren Oldaker,1/4/1999,20,175.26,78.0,"CM,CDM",England,63,72,550000.0,1000.0,Right,1,3,3,Normal,1100000.0,,,,,42.25,70.0,53.285714285714285,62.333333333333336,64.28571428571429,45.5
S. Jackson,Simeon  Jackson,3/28/1987,31,172.72,73.0,ST,Canada,63,63,325000.0,2000.0,Right,1,3,2,Normal,569000.0,,,,,26.75,79.0,56.857142857142854,68.66666666666667,57.57142857142857,56.5
D. Slamar,Dennis Slamar,9/8/1994,24,187.96,84.8,CB,Germany,63,70,450000.0,1000.0,Left,1,4,2,Normal,743000.0,,,,,62.0,53.2,24.714285714285715,69.33333333333333,43.57142857142857,59.5
G. Singh Sandhu,Gurpreet Singh Sandhu,2/3/1992,27,193.04,89.8,GK,India,63,67,,,Right,1,2,1,Normal,,,,,,17.0,38.6,15.285714285714286,62.0,28.285714285714285,20.5
G. Nilsson,Gustaf Nilsson,5/23/1997,21,198.12,87.1,ST,Sweden,63,73,600000.0,2000.0,Right,1,2,2,Lean,870000.0,,,,,28.5,52.6,56.0,59.666666666666664,55.285714285714285,59.0
S. Kamata,镰田 翔雅,6/15/1989,29,172.72,68.0,RB,Japan,63,63,280000.0,1000.0,Right,1,4,2,Lean,350000.0,,,,,61.0,73.4,42.857142857142854,67.33333333333333,53.0,61.5
M. Rasner,Martin Rasner,5/18/1995,23,152.4,72.1,"CM,CDM,RB",Austria,63,67,475000.0,3000.0,Right,1,3,3,Normal,724000.0,,,,,60.0,70.0,53.57142857142857,59.666666666666664,62.714285714285715,51.0
S. McCartan,Shay McCartan,5/18/1994,24,152.4,73.9,"CAM,CF",Northern Ireland,63,68,500000.0,2000.0,Right,1,3,3,Normal,,,,,,28.75,83.0,61.142857142857146,61.666666666666664,60.142857142857146,50.5
L. Sörensen,Lasse Sörensen,10/21/1999,19,185.42,78.0,"CDM,CM",Denmark,63,82,675000.0,3000.0,Right,1,3,2,Lean,1700000.0,,,,,60.75,59.8,47.42857142857143,59.666666666666664,61.42857142857143,64.0
D. Baumgartner,Dominik Baumgartner,7/20/1996,22,187.96,71.2,"CB,CDM",Austria,63,70,450000.0,2000.0,Right,1,2,2,Stocky,810000.0,,,,,60.75,57.0,29.714285714285715,67.66666666666667,45.857142857142854,67.0
M. Al Najrani,Majed Al Najrani,1/25/1993,26,175.26,64.9,"RM,LM,CM",Saudi Arabia,63,64,450000.0,7000.0,Left,1,3,3,Lean,,,,,,54.25,62.4,54.857142857142854,64.0,60.857142857142854,60.0
S. Callegari,Stefano Callegari,1/6/1997,22,187.96,83.0,CB,Argentina,63,72,500000.0,2000.0,Right,1,3,2,Normal,850000.0,,,,,62.5,53.6,34.142857142857146,65.0,47.142857142857146,60.0
D. Grainger,Danny Grainger,7/28/1986,32,152.4,78.0,"LB,LWB",England,63,63,240000.0,3000.0,Left,1,2,2,Lean,420000.0,,,,,61.5,69.2,56.142857142857146,62.333333333333336,59.57142857142857,62.0
N. Adams,Nicky Adams,10/16/1986,32,175.26,69.9,"RWB,LW,RW",Wales,63,63,240000.0,3000.0,Right,1,3,3,Normal,420000.0,,,,,53.25,71.6,58.285714285714285,66.33333333333333,63.142857142857146,44.5
L. Lämmel,Lukas Lämmel,9/8/1997,21,152.4,69.9,"CM,CAM,CDM",Germany,63,72,575000.0,1000.0,Right,1,4,2,Normal,949000.0,,,,,61.0,68.4,55.857142857142854,60.666666666666664,62.42857142857143,60.0
Kim Hyun,김현 金炫,5/3/1993,25,190.5,86.2,ST,Korea Republic,63,68,500000.0,2000.0,Right,1,4,2,Normal,663000.0,,,,,22.5,55.6,55.142857142857146,64.33333333333333,58.57142857142857,66.0
F. Schubert,Fabian Schubert,8/29/1994,24,193.04,79.8,ST,Austria,63,69,525000.0,2000.0,Right,1,3,2,Lean,866000.0,,,,,26.5,64.0,48.857142857142854,71.33333333333333,50.42857142857143,48.0
A. Marino,Antonio Marino,8/9/1988,30,187.96,83.9,"CB,LB",Italy,63,63,290000.0,1000.0,Left,1,2,2,Lean,450000.0,,,,,59.5,49.8,28.142857142857142,73.33333333333333,45.714285714285715,61.0
L. Sapetti,Leandro Sapetti,1/30/1989,30,175.26,69.9,LB,Argentina,63,63,280000.0,2000.0,Left,1,2,2,Normal,420000.0,,,,,67.25,64.2,36.57142857142857,69.66666666666667,47.142857142857146,60.0
Y. Dhanda,Yan Dhanda,12/14/1998,20,172.72,64.9,"CAM,LW",England,63,80,800000.0,3000.0,Right,1,3,2,Lean,2000000.0,,,,,44.25,69.8,57.285714285714285,55.0,62.0,42.0
Lee Woo Hyeok,이우혁 李愚赫,2/24/1993,26,185.42,78.0,"CM,CAM,CDM",Korea Republic,63,65,450000.0,1000.0,Left,1,3,2,Lean,596000.0,,,,,49.5,72.6,45.857142857142854,64.66666666666667,59.857142857142854,60.0
Liu Yiming,刘奕鸣,2/28/1995,24,190.5,82.1,CB,China PR,63,70,450000.0,3000.0,Right,1,2,2,Normal,1100000.0,,,,,60.25,57.8,25.0,69.66666666666667,41.42857142857143,64.0
J. Davenport,Jacob Davenport,12/28/1998,20,152.4,73.0,"CDM,CM",England,63,79,725000.0,3000.0,Left,1,3,2,Normal,1800000.0,,,,,60.25,66.8,42.857142857142854,65.0,60.142857142857146,52.5
B. Saavedra,Bayron Saavedra,7/6/1997,21,175.26,67.1,LB,Chile,63,74,550000.0,1000.0,Right,1,2,2,Lean,853000.0,,,,,63.0,67.8,31.428571428571427,61.333333333333336,51.857142857142854,54.0
O. Bernal,Óscar Antonio Bernal López,9/28/1995,23,175.26,76.2,RB,Mexico,63,70,425000.0,1000.0,Right,1,3,2,Normal,659000.0,,,,,62.75,66.6,32.42857142857143,69.33333333333333,52.57142857142857,58.5
M. Camara,Mohamed Ali Camara,8/28/1997,21,190.5,79.8,CB,Guinea,63,78,725000.0,3000.0,Right,1,2,2,Lean,1500000.0,,,,,60.25,61.4,31.714285714285715,70.33333333333333,42.57142857142857,65.0
I. Govea,Ismael Govea Solorzano,2/20/1997,22,175.26,68.9,RB,Mexico,63,72,500000.0,3000.0,Right,1,3,2,Lean,950000.0,,,,,62.0,73.2,35.0,61.333333333333336,49.0,54.5
H. Miyazawa,宮泽 裕樹,6/28/1989,29,182.88,72.1,"CM,CB,CAM",Japan,63,63,350000.0,1000.0,Right,1,3,2,Lean,438000.0,,,,,40.5,67.0,43.714285714285715,59.333333333333336,63.714285714285715,44.5
L. Fomba,Lamine Fomba,1/26/1998,21,185.42,68.9,"CDM,CM",France,63,77,725000.0,1000.0,Right,1,2,2,Lean,1700000.0,,,,,62.5,68.4,42.285714285714285,62.0,60.714285714285715,57.5
K. Burger,Korbinian Burger,4/27/1995,23,187.96,73.9,"CB,LB",Germany,63,69,425000.0,1000.0,Left,1,3,2,Lean,701000.0,,,,,63.0,56.8,30.142857142857142,61.0,47.857142857142854,60.5
M. Ihattaren,Mohammed Ihattaren,2/12/2002,17,182.88,69.9,"CAM,LW",Netherlands,63,84,800000.0,1000.0,Left,1,4,4,Lean,1900000.0,,,,,39.25,64.0,53.142857142857146,51.333333333333336,61.857142857142854,42.5
M. Kuzmanović,Mićo Kuzmanović,3/18/1996,22,152.4,73.9,LM,Bosnia Herzegovina,63,69,500000.0,2000.0,Right,1,4,3,Normal,825000.0,,,,,21.0,70.8,56.285714285714285,63.333333333333336,61.285714285714285,39.5
R. Moon,Ryan Moon,9/15/1996,22,154.94,73.9,ST,South Africa,63,73,600000.0,1000.0,Right,1,3,3,Normal,1400000.0,,,,,21.75,66.2,48.42857142857143,58.666666666666664,56.0,42.0
T. Blomeyer,Thomas Blomeyer,4/24/1996,22,190.5,84.8,"CB,RB",Germany,63,71,475000.0,1000.0,Right,1,4,2,Normal,,,,,,61.25,52.2,28.714285714285715,65.0,46.285714285714285,61.0
M. Al Furayj,Muslim Al Furayj,4/8/1988,30,187.96,73.0,GK,Saudi Arabia,63,63,240000.0,3000.0,Right,1,3,1,Lean,396000.0,,,,,16.5,41.8,17.571428571428573,62.666666666666664,27.857142857142858,14.5
A. Ivačič,Aljaž Ivačič,12/29/1993,25,187.96,81.2,GK,Slovenia,63,67,350000.0,1000.0,Right,1,3,1,Normal,551000.0,,,,,9.5,29.2,9.142857142857142,53.0,22.857142857142858,14.0
H. Sy,Harouna Sy,3/30/1996,22,170.18,74.8,LB,Mauritania,63,71,450000.0,1000.0,Left,1,3,2,Stocky,878000.0,,,,,61.25,68.0,35.285714285714285,66.33333333333333,52.0,56.5
D. Fox,Dylan Fox,4/15/1994,24,185.42,79.8,CB,Australia,63,68,425000.0,1000.0,Right,1,2,2,Normal,563000.0,,,,,60.75,61.8,27.0,67.66666666666667,45.57142857142857,63.5
A. Al Habib,Ahmad Al Habib,1/2/1993,26,187.96,83.9,CB,Saudi Arabia,63,65,375000.0,5000.0,Right,1,2,2,Normal,647000.0,,,,,62.5,60.8,31.428571428571427,67.66666666666667,39.142857142857146,61.0
Uxío,Uxío Da Pena Gutiérrez,8/3/1990,28,187.96,74.8,ST,Spain,63,63,400000.0,2000.0,Right,1,3,2,Normal,640000.0,,,,,19.25,59.2,58.0,59.333333333333336,54.0,52.5
F. Nadalín,Facundo Nadalín,8/19/1997,21,175.26,73.0,RB,Argentina,63,74,550000.0,2000.0,Right,1,3,2,Normal,935000.0,,,,,63.0,68.8,38.0,60.0,48.57142857142857,56.0
Caio César,Caio César da Silva Silveira,7/27/1995,23,193.04,76.2,"CAM,CDM",Brazil,63,67,475000.0,2000.0,Right,1,3,3,Lean,653000.0,,,,,54.25,61.4,46.42857142857143,54.666666666666664,63.714285714285715,51.5
A. Sheehan,Alan Sheehan,9/14/1986,32,154.94,71.2,CB,Republic of Ireland,63,63,250000.0,2000.0,Left,1,3,2,Normal,438000.0,,,,,60.5,63.6,50.857142857142854,68.66666666666667,60.42857142857143,63.5
Quintillá,Xavier Quintillá Guasch,8/23/1996,22,182.88,73.0,"LB,CB,CDM",Spain,63,70,450000.0,4000.0,Left,1,3,2,Lean,1000000.0,,,,,62.25,65.0,40.0,59.333333333333336,52.714285714285715,57.0
G. Williams,George Christopher Williams,9/7/1995,23,172.72,73.0,"ST,LM",Wales,63,68,500000.0,3000.0,Right,1,3,3,Normal,913000.0,,,,,22.0,74.4,61.142857142857146,54.666666666666664,60.142857142857146,39.5
M. Tóth,Martin Tóth,10/13/1986,32,182.88,74.8,CB,Slovakia,63,63,250000.0,1000.0,Right,1,2,2,Normal,338000.0,,,,,61.0,56.4,26.571428571428573,69.0,43.714285714285715,65.5
A. Fisher,Alex Fisher,6/30/1990,28,190.5,79.8,ST,England,63,63,375000.0,3000.0,Right,1,3,2,Normal,656000.0,,,,,18.25,70.4,52.714285714285715,68.33333333333333,54.857142857142854,54.5
G. Karlen,Gregory Karlen,1/30/1995,24,185.42,74.8,"CM,CAM",Switzerland,63,69,500000.0,3000.0,Right,1,3,2,Lean,825000.0,,,,,54.75,64.0,56.142857142857146,63.0,61.857142857142854,67.0
G. Somi,Gabriel Somi,8/24/1991,27,175.26,67.1,"LB,LM",Syria,63,64,350000.0,2000.0,Left,1,2,2,Normal,551000.0,,,,,60.0,77.0,46.714285714285715,58.666666666666664,59.0,53.5
Joan Monterde,Joan Monterde Raygal,12/18/1997,21,167.64,59.9,"CAM,RM,CM",Spain,63,73,600000.0,3000.0,Right,1,3,3,Lean,1400000.0,,,,,32.75,68.2,55.0,51.0,60.285714285714285,39.0
A. Romero,Hermes Aristóteles Romero,10/18/1995,23,182.88,83.0,CM,Venezuela,63,69,500000.0,1000.0,Right,1,3,2,Stocky,,Venezuela,73.0,SUB,19.0,61.5,54.0,45.142857142857146,59.666666666666664,61.42857142857143,65.0
Juan Delgado,Juan Delgado Sirvent,1/3/1994,25,182.88,78.0,ST,Spain,63,67,500000.0,4000.0,Right,1,3,2,Normal,1100000.0,,,,,19.25,62.6,57.0,58.333333333333336,57.857142857142854,51.5
K. Müller,Korbinian Müller,2/6/1991,28,190.5,89.8,GK,Germany,63,66,300000.0,3000.0,Right,1,3,1,Normal,503000.0,,,,,16.0,45.2,16.428571428571427,55.0,22.714285714285715,19.0
Álex Menéndez,Alejandro Menéndez Díez,7/15/1991,27,154.94,73.9,LB,Spain,63,64,350000.0,2000.0,Left,1,3,3,Lean,569000.0,,,,,60.0,63.6,42.857142857142854,60.333333333333336,54.857142857142854,54.5
Clemente,Enrique Clemente Maza,3/4/1999,20,182.88,69.9,"CB,LB",Spain,63,78,725000.0,1000.0,Left,1,2,2,Lean,1600000.0,,,,,63.5,59.8,32.57142857142857,66.0,50.857142857142854,55.0
Kim Seon Woo,김선우 金善于,4/19/1993,25,175.26,62.1,"CM,CDM",Korea Republic,63,66,450000.0,2000.0,Right,1,3,2,Normal,596000.0,,,,,58.5,68.4,51.0,62.666666666666664,60.42857142857143,50.5
M. Palacios,Mateo Palacios,10/12/1996,22,175.26,69.9,"CAM,LM",Colombia,63,74,625000.0,1000.0,Right,1,3,2,Lean,969000.0,,,,,38.25,79.2,53.57142857142857,57.666666666666664,60.142857142857146,51.5
K. Toner,Kevin Toner,7/18/1996,22,154.94,73.9,CB,Republic of Ireland,63,73,525000.0,1000.0,Left,1,3,2,Normal,919000.0,,,,,61.0,53.4,35.285714285714285,65.66666666666667,50.285714285714285,68.5
R. Espejord,Runar Espejord,2/26/1996,23,187.96,86.2,ST,Norway,63,72,575000.0,1000.0,Right,1,4,2,Normal,834000.0,,,,,22.25,57.8,55.285714285714285,69.0,55.714285714285715,49.0
M. Koj,Michał Koj,7/28/1993,25,187.96,81.2,LB,Poland,63,67,400000.0,1000.0,Right,1,2,2,Normal,570000.0,,,,,63.25,57.4,36.714285714285715,69.66666666666667,54.0,67.5
L. Casanova,Luis Ignacio Casanova Sandoval,7/1/1992,26,182.88,83.9,CB,Chile,63,66,375000.0,1000.0,Right,1,2,2,Normal,534000.0,,,,,60.0,45.4,38.142857142857146,61.666666666666664,47.0,67.0
Yu Ji Hoon,유지훈 Ji Hoon Yu,6/9/1988,30,172.72,66.2,LB,Korea Republic,63,63,270000.0,2000.0,Left,1,3,2,Normal,338000.0,,,,,61.0,75.2,43.285714285714285,60.0,45.714285714285715,57.0
João Rodrigues,João Miguel Ferreira Rodrigues,10/26/1994,24,154.94,73.9,ST,Portugal,63,68,500000.0,2000.0,Right,1,3,3,Normal,1100000.0,,,,,19.5,57.4,54.0,48.333333333333336,58.42857142857143,59.0
C. Krempicki,Connor Krempicki,9/14/1994,24,152.4,73.9,"CM,CAM",Germany,63,69,500000.0,2000.0,Right,1,4,3,Normal,825000.0,,,,,52.5,76.6,49.857142857142854,64.33333333333333,61.285714285714285,55.0
G. Nutz,Gerald Nutz,1/25/1994,25,170.18,71.2,"LM,CM",Austria,63,66,475000.0,3000.0,Left,1,3,2,Normal,724000.0,,,,,46.25,76.0,52.714285714285715,65.33333333333333,62.857142857142854,50.0
R. Peiponen,Roni Peiponen,4/9/1997,21,175.26,68.9,"RB,LB",Finland,63,70,450000.0,1000.0,Right,1,3,2,Lean,1100000.0,,,,,59.0,74.8,44.57142857142857,59.666666666666664,54.142857142857146,53.5
A. Jagiełło,Aleksander Jagiełło,2/2/1995,24,170.18,62.1,"LM,RM",Poland,63,68,500000.0,2000.0,Left,1,3,3,Lean,713000.0,,,,,36.5,74.6,54.714285714285715,57.333333333333336,61.142857142857146,32.5
M. Harrer,Martin Harrer,5/19/1992,26,182.88,76.2,"LM,ST,CM",Austria,63,64,425000.0,3000.0,Right,1,3,2,Normal,648000.0,,,,,28.75,70.2,52.714285714285715,60.666666666666664,56.714285714285715,35.5
D. Watari,渡 大生,6/25/1993,25,175.26,69.9,ST,Japan,63,66,475000.0,3000.0,Right,1,3,3,Normal,629000.0,,,,,25.5,69.4,63.0,60.666666666666664,56.714285714285715,47.0
Carlos Miguel,Carlos Miguel Coronel,12/29/1996,22,193.04,88.0,GK,Brazil,63,75,525000.0,3000.0,Right,1,3,1,Normal,,,,,,16.25,28.4,8.285714285714286,51.0,23.285714285714285,15.0
W. Janssens,Wolke Janssens,8/1/1995,23,185.42,69.9,ST,Belgium,63,68,500000.0,2000.0,Right,1,3,2,Lean,788000.0,,,,,25.25,69.0,57.0,63.333333333333336,53.142857142857146,64.0
M. Akan,Mahmut Akan,7/17/1994,24,154.94,74.8,LB,Turkey,63,67,400000.0,3000.0,Left,1,2,2,Lean,830000.0,,,,,64.5,65.6,39.285714285714285,58.333333333333336,49.285714285714285,56.5
D. Widemann,Dominik Widemann,7/30/1996,22,154.94,72.1,"ST,CAM",Germany,63,70,525000.0,1000.0,Right,1,3,3,Lean,866000.0,,,,,23.25,73.4,57.0,59.0,58.0,46.0
C. Senior,Courtney Senior,6/30/1997,21,175.26,64.0,RM,England,63,73,600000.0,2000.0,Right,1,3,4,Normal,1200000.0,,,,,32.5,82.4,52.142857142857146,50.333333333333336,56.857142857142854,40.5
D. MacKinnon,Darian MacKinnon,10/9/1985,33,152.4,73.9,"CDM,CM",Scotland,63,63,210000.0,2000.0,Right,1,3,2,Stocky,368000.0,,,,,59.75,62.6,49.857142857142854,67.66666666666667,58.0,69.5
A. Al Owayshir,Abdullah Hussain Al Oaisher,5/13/1991,27,185.42,73.0,GK,Saudi Arabia,63,64,290000.0,3000.0,Right,1,2,1,Lean,500000.0,,,,,19.25,43.0,16.714285714285715,66.66666666666667,31.0,18.0
B. Alston,Blair Alston,3/23/1992,26,182.88,78.0,"RM,CAM,CM",Scotland,63,64,425000.0,2000.0,Right,1,3,3,Lean,776000.0,,,,,38.25,69.6,55.0,64.33333333333333,61.0,41.5
A. Soumaoro,Abrahim Soumaoro,8/8/1996,22,187.96,76.2,CDM,Guinea,63,70,450000.0,1000.0,Right,1,2,2,Normal,788000.0,,,,,59.5,67.4,39.42857142857143,64.33333333333333,61.0,63.0
O. Shodipo,Olamide Shodipo,7/5/1997,21,175.26,69.9,LM,Republic of Ireland,63,74,625000.0,2000.0,Right,1,3,3,Lean,1300000.0,,,,,23.75,77.6,51.0,54.333333333333336,57.285714285714285,32.0
K. Lulić,Karlo Lulić,5/10/1996,22,185.42,81.2,"CAM,CM",Croatia,63,69,500000.0,2000.0,Right,1,5,3,Normal,825000.0,,,,,38.5,59.4,56.42857142857143,62.0,64.57142857142857,49.5
M. Mikkelsen,Martin Mikkelsen,4/29/1986,32,182.88,78.9,"RM,CM",Denmark,63,63,290000.0,2000.0,Left,1,3,2,Normal,363000.0,,,,,39.25,69.2,56.142857142857146,67.0,58.42857142857143,51.5
R. Mukiibi,Ronald Brian Ddungu Mukiibi,9/16/1991,27,187.96,84.8,"RB,CB",Sweden,63,64,350000.0,1000.0,Right,1,3,2,Normal,464000.0,,,,,61.75,57.2,50.142857142857146,64.66666666666667,66.42857142857143,64.5
A. Al Khaibari,Ali Nasser Al Khaibari,7/9/1989,29,154.94,77.1,CB,Saudi Arabia,63,63,300000.0,5000.0,Left,1,3,2,Normal,495000.0,,,,,59.25,61.2,44.0,74.66666666666667,43.285714285714285,65.0
M. Söderqvist,Måns Söderqvist,2/8/1993,26,175.26,69.9,"ST,RM",Sweden,63,66,475000.0,1000.0,Right,1,3,3,Lean,629000.0,,,,,27.5,74.6,59.285714285714285,65.0,57.142857142857146,51.5
M. D'Arpino,Maxime D'Arpino,6/17/1996,22,175.26,69.9,CM,France,63,73,575000.0,1000.0,Right,1,4,3,Lean,1100000.0,,,,,56.25,72.8,51.857142857142854,56.0,64.14285714285714,55.0
N. Ependi,尼扎木丁·阿凡提,4/21/1991,27,172.72,68.9,"RB,RM",China PR,63,63,300000.0,3000.0,Left,1,3,2,Normal,645000.0,,,,,62.5,72.0,31.0,69.33333333333333,40.57142857142857,56.0
L. Carillo,Luigi Carillo,8/8/1996,22,187.96,74.8,CB,Italy,63,70,450000.0,2000.0,Left,1,2,2,Normal,,,,,,63.75,62.0,26.428571428571427,63.666666666666664,45.285714285714285,61.0
A. Mandrea,Anthony Mandrea,12/25/1996,22,185.42,78.0,GK,France,63,70,375000.0,2000.0,Right,1,2,1,Lean,825000.0,,,,,17.75,41.2,17.0,57.0,23.857142857142858,19.0
N. Flø,Nicolai Flø,8/9/1995,23,190.5,91.2,GK,Denmark,63,71,400000.0,2000.0,Left,1,2,1,Lean,580000.0,,,,,14.0,34.4,14.142857142857142,52.666666666666664,22.142857142857142,17.5
M. Ziereis,Markus Ziereis,8/26/1992,26,185.42,82.1,ST,Germany,63,66,475000.0,2000.0,Right,1,4,2,Lean,724000.0,,,,,19.25,67.6,57.42857142857143,66.33333333333333,54.0,57.0
L. John-Lewis,Lenell John-Lewis,5/17/1989,29,152.4,86.2,ST,England,63,63,375000.0,2000.0,Right,1,3,2,Stocky,656000.0,,,,,25.25,68.2,45.714285714285715,62.0,56.714285714285715,57.0
F. Weber,Felix Weber,1/18/1995,24,185.42,82.1,CB,Germany,63,68,425000.0,1000.0,Right,1,2,2,Normal,648000.0,,,,,60.25,64.0,26.285714285714285,70.0,44.857142857142854,66.0
R. Chávez,Rogelio Alfredo Chávez Martínez,10/28/1984,34,172.72,73.9,RB,Mexico,63,63,140000.0,1000.0,Right,1,4,2,Normal,189000.0,,,,,60.75,68.4,59.42857142857143,64.66666666666667,62.285714285714285,54.0
H. Tijanovich,Horacio Gabriel Tijanovich,2/28/1996,23,172.72,68.0,"LM,ST,RM",Argentina,63,72,575000.0,3000.0,Right,1,3,3,Normal,978000.0,,,,,29.75,72.4,54.57142857142857,65.0,61.142857142857146,46.0
